datetime,lat,lon,depth,magnitude,min_magnitude,max_magnitude,mean_magnitude,median_magnitude,variance_magnitude,kurtosis_magnitude,min_depth,max_depth,mean_depth,median_depth,variance_depth,kurtosis_depth,min_lat,max_lat,mean_lat,median_lat,variance_lat,kurtosis_lat,min_lon,max_lon,mean_lon,median_lon,variance_lon,kurtosis_lon,min_datetime,max_datetime,mean_datetime,median_datetime,variance_datetime,kurtosis_datetime,location_labels
1970-04-21 18:04:11.100,38.91,29.91,49.0,4.4,4.1,5.8,4.653333333333333,4.5,0.18182222222222225,1.4323232264085428,5.0,88.0,32.833333333333336,29.0,382.80555555555554,0.5663622616742563,38.2,39.4,39.032666666666664,39.03,0.05526622222222219,3.0803556653259863,28.0,29.95,29.506666666666668,29.65,0.1640955555555555,4.036931475793954,8503950.4,9565953.0,9119898.906666666,9175400.0,103072583862.20265,-0.9410240793446074,6
1970-04-22 04:51:00.200,38.87,29.98,36.0,4.6,4.1,5.8,4.633333333333334,4.5,0.17955555555555558,1.8160260023527046,5.0,88.0,33.333333333333336,29.0,391.22222222222223,0.3339617587210122,38.2,39.4,39.026,39.025000000000006,0.055524000000000004,2.889368071806083,28.0,29.95,29.52333333333333,29.7,0.16892888888888882,3.9467677186234003,8541802.0,9569051.1,9155402.263333334,9241850.5,95890266524.64369,-0.8290661563757022,6
1970-04-22 05:24:06.000,39.02,29.77,37.0,5.3,4.1,5.8,4.6433333333333335,4.5,0.17578888888888888,1.8591671638253722,5.0,88.0,33.53333333333333,29.5,391.0488888888889,0.3008170620197137,38.2,39.4,39.01466666666668,39.015,0.055078222222222244,2.760105777894027,28.0,29.98,29.544333333333334,29.7,0.17443788888888886,3.9052517746617044,8558080.0,9607860.2,9190937.536666667,9258351.5,88901274250.09966,-0.7180061305474106,6
1970-04-22 18:38:50.100,39.08,29.43,48.0,4.9,4.1,5.8,4.676666666666667,4.55,0.18512222222222222,1.0960083453762897,5.0,88.0,34.03333333333333,32.0,386.7655555555556,0.2829467852186127,38.2,39.4,39.010999999999996,39.015,0.054622333333333335,2.788505204907283,28.0,29.98,29.559666666666665,29.7,0.17406988888888883,4.203611027154479,8637229.1,9609846.0,9225996.403333334,9265508.95,80171338082.69832,-0.6923939488186885,6
1970-04-23 09:01:26.600,39.13,28.65,28.0,5.5,4.1,5.8,4.693333333333334,4.6,0.18395555555555557,0.9406819240617703,5.0,88.0,35.3,33.0,372.41,0.24714743035583142,38.2,39.4,39.00933333333332,39.015,0.0543062222222222,2.824532664640061,28.0,29.98,29.563666666666663,29.7,0.17253655555555547,4.402236807788179,8670998.0,9657530.1,9260006.436666666,9277921.850000001,73667135511.5103,-0.6291423175647326,6
1970-04-24 00:40:01.400,39.01,29.85,32.0,5.1,4.1,5.8,4.716666666666667,4.6,0.20472222222222222,0.2750282140549247,5.0,88.0,34.6,32.0,367.44,0.44530715788834163,38.2,39.4,39.01033333333333,39.015,0.05451655555555554,2.7987689172966137,28.0,29.98,29.558666666666667,29.7,0.18089822222222227,4.006671254874032,8702665.0,9709286.6,9294616.056666667,9308929.600000001,67633367271.64308,-0.6472057547788621,6
1970-04-24 02:40:14.000,39.06,28.6,21.0,4.3,4.1,5.8,4.723333333333333,4.6,0.20845555555555553,0.11204818649668624,5.0,88.0,34.93333333333333,32.5,362.2622222222222,0.47768481488713777,38.2,39.4,39.007666666666665,39.01,0.054297888888888854,2.798569494342752,28.0,29.98,29.561666666666664,29.7,0.1823672222222223,3.952841419300615,8831760.0,9765601.4,9330047.27,9353882.95,62092034398.23873,-0.8288314105789101,6
1970-04-24 03:33:39.300,39.01,29.7,44.0,5.4,4.1,5.8,4.709999999999999,4.55,0.21423333333333333,0.0875925333379386,5.0,88.0,35.13333333333333,32.5,355.44888888888886,0.5436403843654856,38.2,39.4,38.999,39.01,0.05106233333333331,3.26237439516379,28.0,29.98,29.54733333333333,29.7,0.20356622222222223,2.9713483822755995,8834295.0,9772814.0,9361415.736666666,9380315.75,59366459488.91562,-0.8608127095665106,6
1970-04-24 05:52:00.800,39.01,29.72,45.0,4.5,4.1,5.8,4.746666666666668,4.6,0.22315555555555555,-0.33554335681792447,5.0,88.0,35.5,32.5,357.78333333333336,0.43552556948784815,38.2,39.37,38.986,39.01,0.04553733333333334,4.117752342700491,28.6,29.98,29.603999999999996,29.7,0.12132400000000002,1.6082390621616804,8987762.2,9776019.3,9392806.546666669,9381888.15,54849071326.61581,-1.1183767579503892,6
1970-04-24 16:54:00.000,39.12,28.74,37.0,4.3,4.1,5.8,4.750000000000001,4.6,0.22116666666666668,-0.3203774825674457,5.0,88.0,35.666666666666664,32.5,360.0888888888889,0.3664524611255864,38.2,39.37,38.986,39.01,0.04553733333333334,4.11775234270049,28.6,29.98,29.602333333333334,29.7,0.12085122222222222,1.6153620388851326,9044873.0,9784320.8,9419358.5,9413434.15,53784814694.017975,-1.1479010302357,6
1970-04-24 22:52:49.700,39.12,29.68,10.0,4.2,4.1,5.8,4.753333333333334,4.6,0.21782222222222225,-0.29947192318537974,5.0,88.0,35.53333333333333,32.5,359.1822222222222,0.40504260185241536,38.2,39.37,38.980999999999995,39.01,0.04342233333333325,4.580192525652107,28.6,29.98,29.570333333333338,29.7,0.14429655555555565,0.6626713671624533,9044998.0,9824040.0,9445330.733333332,9463190.0,53894515347.43019,-1.1262534563556021,6
1970-04-25 05:52:02.600,39.0,29.56,7.0,4.0,4.1,5.8,4.7299999999999995,4.55,0.22676666666666667,-0.27446266118640583,5.0,88.0,34.93333333333333,32.5,378.6622222222222,0.24782749145296368,38.2,39.37,38.97366666666666,39.01,0.039716555555555366,5.461950556521872,28.6,29.98,29.583000000000002,29.7,0.14210100000000012,0.9434510870301342,9076022.0,9845569.7,9472016.456666667,9483501.5,53179885286.282394,-1.1327552767420193,6
1970-04-26 13:23:01.400,39.9,28.9,5.0,4.1,4.0,5.8,4.720000000000001,4.55,0.23826666666666668,-0.3163943784761529,5.0,88.0,34.6,32.5,393.84000000000003,0.1551545022268379,38.2,39.37,38.96666666666666,39.004999999999995,0.037828888888888676,5.993591311365545,28.6,29.98,29.59733333333333,29.7,0.13507288888888896,1.5149920395048255,9110542.3,9870722.6,9498506.476666668,9507994.0,52549996760.71572,-1.1353402982077954,6
1970-04-26 15:36:06.100,39.03,29.77,5.0,4.0,4.0,5.8,4.666666666666667,4.5,0.21622222222222223,0.06412394676829036,5.0,88.0,33.733333333333334,32.5,421.8622222222222,-0.008405409429721011,38.2,39.9,38.995999999999995,39.004999999999995,0.0659106666666664,5.482007944480005,28.6,29.98,29.563666666666663,29.7,0.14688988888888901,0.6680469775508144,9114202.3,9984181.4,9527627.780000001,9532998.0,54547410745.49022,-1.0066109093370639,6
1970-04-26 23:15:02.000,38.86,29.94,18.0,4.5,4.0,5.8,4.636666666666667,4.5,0.22832222222222223,0.09270867265464489,5.0,88.0,32.46666666666667,30.0,444.91555555555556,-0.05337409355054179,38.2,39.9,38.99766666666667,39.01,0.06593788888888862,5.462517047444923,28.6,29.98,29.557666666666663,29.7,0.14329788888888903,0.7356267526024363,9118758.0,9992166.1,9556893.240000002,9550265.5,55186784370.98502,-1.000695184284417,6
1970-04-27 01:54:12.600,38.94,29.81,37.0,4.7,4.0,5.8,4.64,4.5,0.2270666666666667,0.09799155853940533,5.0,88.0,30.833333333333332,26.5,409.47222222222223,0.43796800565397387,38.2,39.9,38.99333333333333,39.01,0.06654888888888862,5.34315131139801,28.6,29.98,29.57233333333333,29.7,0.14784455555555573,0.738329315091721,9232042.0,10019702.0,9586924.706666667,9567502.05,55025877374.263245,-1.0789449112548288,6
1970-04-27 09:35:13.100,38.96,29.58,33.0,4.8,4.0,5.8,4.646666666666666,4.5,0.2264888888888889,0.06059304986335379,5.0,88.0,30.366666666666667,26.5,396.96555555555557,0.7062614850632216,38.2,39.9,38.994,39.01,0.06646399999999975,5.359064113885495,28.6,29.98,29.575666666666663,29.7,0.1490845555555557,0.7267191335006533,9251659.0,10029252.6,9613498.393333336,9588455.649999999,56643457542.19324,-1.0996186865427575,6
1970-04-27 10:39:12.000,38.97,29.33,17.0,4.1,4.0,5.8,4.663333333333333,4.55,0.2229888888888889,0.01995590175278883,5.0,88.0,29.033333333333335,26.5,334.83222222222224,1.4825170236565572,38.2,39.9,38.99933333333333,39.01,0.06521955555555527,5.628085497648376,28.6,29.98,29.571666666666662,29.7,0.14855388888888904,0.6974090191028832,9265044.0,10056913.1,9640340.19666667,9608853.1,58112603653.356255,-1.1175049607931136,6
1970-04-27 22:24:43.000,39.06,29.54,11.0,5.0,4.0,5.8,4.653333333333333,4.55,0.2311555555555556,-0.06386433975599903,5.0,88.0,29.066666666666666,26.5,333.9955555555556,1.4954299350952232,38.2,39.9,38.991,39.004999999999995,0.06355566666666639,6.134484651564321,28.6,29.98,29.57,29.7,0.1492733333333335,0.6422929737350138,9265973.9,10060752.0,9666863.796666669,9633688.05,58605730601.38026,-1.155998265427063,6
1970-04-28 00:22:05.700,39.17,29.7,5.0,4.1,4.0,5.8,4.67,4.6,0.23410000000000003,-0.23494890134283253,5.0,88.0,29.1,26.5,332.75666666666666,1.5139824607159698,38.2,39.9,38.98066666666667,39.004999999999995,0.05881955555555535,7.563837008609308,28.6,29.98,29.578,29.7,0.1468093333333335,0.8708287130559182,9289869.8,10103083.0,9694767.433333334,9683408.35,58812933799.06683,-1.195012088304102,6
1970-04-30 14:58:22.000,39.31,29.31,25.0,4.9,4.0,5.8,4.65,4.55,0.24450000000000002,-0.29582512619134604,5.0,88.0,27.766666666666666,24.5,341.9122222222222,1.6320331100664003,38.2,39.9,38.99300000000001,39.01,0.058774333333333116,7.46192077372724,28.6,29.98,29.578000000000007,29.7,0.1468093333333335,0.8708287130560213,9327989.4,10110125.7,9722109.296666665,9737444.0,58351369515.50827,-1.2547742578306504,6
1970-04-30 16:44:47.000,39.32,29.22,24.0,5.0,4.0,5.8,4.676666666666667,4.6,0.23578888888888894,-0.31084467963410223,5.0,88.0,27.5,24.5,341.18333333333334,1.7150772312862523,38.2,39.9,39.010000000000005,39.01,0.06059333333333313,6.791018865639577,28.6,29.98,29.558333333333334,29.7,0.14536055555555577,0.6579221870178551,9379776.5,10335502.0,9755693.05,9769207.7,64587504879.355125,-0.8846404846352507,6
1970-04-30 23:59:09.000,39.09,29.59,29.0,4.7,4.0,5.7,4.65,4.6,0.19650000000000004,-0.38590084752895937,5.0,88.0,27.7,24.5,338.5433333333333,1.7378258859291806,38.2,39.9,39.019666666666666,39.01,0.06368988888888868,5.884506061262105,28.6,29.98,29.540333333333333,29.689999999999998,0.14749655555555577,0.34215048594716224,9380855.0,10341887.0,9787763.4,9774416.65,70302667345.32263,-0.7995391507490712,6
1970-05-06 21:02:05.000,38.93,29.94,33.0,4.3,4.0,5.5,4.616666666666665,4.6,0.15872222222222226,-0.5166001037188663,5.0,88.0,27.866666666666667,25.0,338.11555555555555,1.71011495298462,38.2,39.9,39.02166666666666,39.01,0.06384722222222204,5.832128677804775,28.6,29.98,29.53333333333334,29.64,0.14528222222222242,0.3527316956668516,9382921.3,10367949.0,9820666.533333333,9780170.05,74921413977.3982,-0.8136692546067748,6
1970-05-08 02:49:14.600,38.93,29.98,20.0,4.7,4.0,5.5,4.613333333333332,4.6,0.16048888888888893,-0.5483319261792823,5.0,88.0,28.8,26.5,320.6933333333333,1.9053130428447753,38.7,39.9,39.046,39.01,0.04103066666666665,8.13271364963927,28.6,29.98,29.53466666666667,29.64,0.14631155555555583,0.3356539524099995,9443947.0,10875725.0,9870426.656666666,9804180.4,103162926729.21512,1.1412967039924355,6
1970-05-08 10:06:21.000,38.99,29.5,38.0,4.3,4.0,5.5,4.62,4.65,0.16026666666666672,-0.5659411241940093,5.0,88.0,27.5,25.0,291.18333333333334,2.9839622339763174,38.7,39.9,39.044333333333334,39.01,0.04133122222222219,8.051950238436541,28.6,29.98,29.547333333333338,29.689999999999998,0.15261955555555584,0.2576756947867933,9482433.0,10982954.6,9921726.91,9834804.85,135725661642.05022,1.3049542505599758,6
1970-05-08 10:10:28.700,38.93,29.99,37.0,4.6,4.0,5.5,4.616666666666666,4.65,0.16205555555555562,-0.597953739906584,5.0,88.0,28.0,26.5,293.93333333333334,2.7326510687303704,38.7,39.9,39.049333333333344,39.01,0.0400128888888889,8.50733987471313,28.6,29.98,29.53333333333334,29.634999999999998,0.14786888888888913,0.2771738949226985,9484570.0,11009181.0,9972618.51,9858146.149999999,166121615307.9782,0.822770816242683,6
1970-05-10 16:07:59.000,39.0,29.1,33.0,4.8,4.0,5.5,4.613333333333333,4.6,0.16182222222222228,-0.5791434651936611,5.0,49.0,26.3,26.5,173.74333333333334,-1.0567167037200453,38.86,39.9,39.05700000000001,39.01,0.03636100000000009,10.08763528317972,28.6,29.99,29.559666666666672,29.689999999999998,0.1504232222222224,0.5031485041058041,9531418.0,11009428.7,10023447.133333333,9927452.0,191430867090.5035,0.2799234485948068,6
1970-05-11 09:15:26.000,39.61,29.37,56.0,4.2,4.0,5.5,4.613333333333333,4.6,0.16182222222222228,-0.579143465193662,5.0,49.0,26.566666666666666,28.5,175.11222222222221,-1.0734019802358354,38.86,39.9,39.05433333333334,39.01,0.03644455555555564,10.190824855951158,28.6,29.99,29.533000000000005,29.634999999999998,0.1528943333333335,0.13073343796348924,9534578.0,11203679.0,10079189.166666666,9988173.75,226685512511.92685,-0.01702143911035847,6
1970-05-11 09:58:47.100,39.36,29.32,10.0,4.6,4.0,5.5,4.596666666666667,4.6,0.16698888888888894,-0.6295019993306701,5.0,56.0,28.1,30.5,192.49,-0.8243954647353595,38.86,39.9,39.07466666666666,39.01,0.04622488888888896,5.745063076780783,28.6,29.99,29.52866666666667,29.634999999999998,0.15372488888888902,0.05413846864215577,9565953.0,11265326.0,10136880.766666664,10005934.05,260367833952.43353,-0.32710246744875837,6
1970-05-11 16:28:30.000,38.95,29.9,20.0,4.3,4.0,5.5,4.596666666666666,4.6,0.16698888888888894,-0.6295019993306661,5.0,56.0,27.666666666666668,30.5,202.35555555555555,-0.9592174486508767,38.86,39.9,39.08999999999999,39.015,0.04768666666666672,4.675585374486466,28.6,29.99,29.516000000000005,29.585,0.15403733333333347,-0.07706312470090859,9569051.1,11267927.1,10193613.236666668,10024477.3,288926170579.9923,-0.6515889941882587,6
1970-05-12 07:41:06.800,38.6,29.3,33.0,5.3,4.0,5.5,4.593333333333333,4.6,0.16862222222222228,-0.6535904567570401,5.0,56.0,26.7,28.5,188.21,-0.8631694396579994,38.86,39.9,39.091333333333324,39.015,0.0472582222222222,4.752713068756348,28.6,29.99,29.51566666666667,29.585,0.153777888888889,-0.07352653132434384,9607860.2,11291310.0,10251021.866666667,10043082.85,312792430504.0102,-0.9287171294288776,6
1970-05-13 19:41:42.000,38.97,29.2,5.0,4.0,4.0,5.5,4.616666666666668,4.6,0.18472222222222226,-0.9012651930578373,5.0,56.0,26.6,28.5,186.64,-0.832691333591407,38.6,39.9,39.082333333333324,39.015,0.053591222222222124,3.9169071900600088,28.6,29.99,29.493,29.57,0.14762766666666674,-0.1088982443380524,9609846.0,11346066.8,10308962.086666668,10058832.55,335617577295.34717,-1.147412282721772,6
1970-05-26 05:51:51.200,38.92,29.44,59.0,4.7,4.0,5.5,4.573333333333333,4.55,0.17995555555555562,-0.7387739265374798,5.0,56.0,25.533333333333335,26.5,197.4488888888889,-0.8902340170761192,38.6,39.9,39.080666666666666,39.01,0.05387955555555547,3.890527040730025,28.6,29.99,29.474,29.549999999999997,0.14757066666666674,-0.2591860593147186,9657530.1,11475702.0,10371157.286666667,10081917.5,360833291816.60583,-1.2849488197029082,6
1970-05-29 23:38:51.000,39.11,29.68,21.0,4.4,4.0,5.5,4.5666666666666655,4.55,0.17688888888888893,-0.6410160096967208,5.0,59.0,25.9,26.5,217.82333333333332,-0.5963518850488332,38.6,39.9,39.07533333333333,39.01,0.054711555555555465,3.835195868505375,28.6,29.99,29.474333333333334,29.549999999999997,0.14754455555555562,-0.2557562562216247,9709286.6,12549111.2,10467543.323333332,10106604.35,492683673320.771,0.32558096561876004,6
1970-05-30 06:43:33.400,39.23,29.42,18.0,4.1,4.0,5.4,4.529999999999999,4.5,0.14743333333333336,-0.6420446549696077,5.0,59.0,25.666666666666668,24.5,218.42222222222222,-0.5896782482744061,38.6,39.9,39.074666666666666,39.01,0.05465155555555545,3.868757642979854,28.6,29.99,29.50866666666667,29.57,0.1251248888888889,0.08036271037722598,9765601.4,12872331.0,10572978.136666667,10222813.85,655168857170.3915,0.7539139493543607,6
1970-06-01 06:43:13.000,39.0,29.7,54.0,4.4,4.0,5.4,4.496666666666666,4.45,0.14165555555555562,-0.39893873764780174,5.0,59.0,25.2,22.5,218.82666666666665,-0.5505047444226361,38.6,39.9,39.082,39.01,0.05526266666666652,3.5274673632021223,28.6,29.99,29.49433333333333,29.549999999999997,0.12129788888888884,0.11860607636244946,9772814.0,12897813.4,10677385.203333331,10338694.5,802701415158.0424,0.3961244157324715,6
1970-06-10 05:17:15.500,39.15,29.46,43.0,4.7,4.0,5.4,4.500000000000001,4.45,0.14066666666666672,-0.385840389928354,5.0,59.0,26.3,24.5,244.67666666666668,-0.7862928790657411,38.6,39.9,39.080000000000005,39.004999999999995,0.055466666666666525,3.531998312684758,28.74,29.99,29.531000000000002,29.57,0.09470233333333339,-0.0667822192180707,9776019.3,13070593.0,10787311.169999998,10354918.0,954257513547.9814,0.04158439982808915,6
1970-06-14 00:58:26.000,39.25,29.17,23.0,4.5,4.0,5.3,4.476666666666666,4.45,0.11445555555555559,-0.6399879499315966,5.0,59.0,26.266666666666666,24.5,243.52888888888887,-0.773845176464389,38.6,39.9,39.08466666666667,39.004999999999995,0.05544488888888873,3.416980189093164,28.74,29.99,29.523000000000003,29.549999999999997,0.09385433333333339,-0.07381053712006258,9784320.8,13843035.5,10922878.376666665,10621837.0,1213037043845.4404,0.20976707099841363,6
1970-06-18 12:40:26.700,38.9,29.9,5.0,4.0,4.0,5.3,4.4766666666666675,4.45,0.11445555555555559,-0.639987949931605,5.0,59.0,25.533333333333335,23.5,231.6488888888889,-0.5410326258055425,38.6,39.9,39.09266666666667,39.015,0.05610622222222205,3.0821549188569817,28.74,29.99,29.504666666666665,29.52,0.09637822222222224,-0.28296574968775046,9824040.0,14173106.0,11069171.216666667,10929339.8,1500557657079.9744,0.12501365395062747,6
1970-06-20 06:04:27.200,38.85,29.87,47.0,4.8,4.0,5.3,4.466666666666667,4.45,0.12088888888888892,-0.732888192041524,5.0,59.0,24.466666666666665,22.0,240.1822222222222,-0.4960950593762985,38.6,39.9,39.085333333333345,39.0,0.05726488888888874,3.018965636010827,28.9,29.99,29.543333333333333,29.549999999999997,0.08060222222222214,-0.7724513257212249,9845569.7,14560826.7,11227064.106666666,10996067.8,1830337701286.5527,-0.01483493823761739,6
1970-06-24 08:42:02.200,39.1,28.6,5.0,4.0,4.0,5.3,4.486666666666667,4.5,0.12182222222222225,-0.8222706503497061,5.0,59.0,25.7,23.5,248.60999999999999,-0.7135733986705999,38.6,39.9,39.07633333333334,39.0,0.05898988888888873,2.904217925858294,28.9,29.99,29.549666666666667,29.549999999999997,0.0834965555555555,-0.859740755244081,9870722.6,14709867.2,11389207.356666666,11009304.85,2144760287475.355,-0.288259436615645,6
1970-06-27 17:44:02.400,39.3,28.7,5.0,4.0,4.0,5.3,4.486666666666666,4.5,0.12182222222222225,-0.822270650349703,5.0,59.0,25.633333333333333,23.5,251.23222222222222,-0.7220488429975114,38.6,39.9,39.07966666666666,39.0,0.05880322222222207,2.8638694760433987,28.6,29.99,29.51766666666667,29.52,0.11253122222222207,0.04504860151461232,9984181.4,15064922.2,11562347.343333334,11106553.85,2488285620934.8203,-0.4965808647270844,6
1970-07-10 05:36:20.000,39.16,28.6,12.0,4.3,4.0,5.3,4.483333333333333,4.5,0.12472222222222225,-0.8429898661216977,5.0,59.0,25.633333333333333,23.5,251.23222222222222,-0.7220488429975109,38.6,39.61,39.05966666666666,39.0,0.03758988888888878,0.8870593537572824,28.6,29.99,29.511000000000006,29.52,0.12205566666666649,0.2075862462565814,9992166.1,15356642.4,11741429.376666665,11234502.5,2853084154016.9497,-0.6855908824198069,6
1970-08-29 18:03:24.600,39.01,29.36,34.0,4.4,4.0,5.3,4.493333333333334,4.5,0.11795555555555558,-0.7471050791939953,5.0,59.0,25.866666666666667,23.5,243.18222222222224,-0.6785009021535577,38.6,39.61,39.06399999999999,39.0,0.0378773333333332,0.7843601871304973,28.6,29.99,29.471999999999998,29.48,0.1459626666666664,-0.029533302396228756,10019702.0,16436180.0,11956229.84,11266626.55,3439636961775.2056,-0.532890403882833,6
1970-09-09 05:25:58.800,38.97,29.52,33.0,5.1,4.0,5.3,4.489999999999999,4.45,0.11823333333333336,-0.7484776701507778,5.0,59.0,26.4,24.5,243.04,-0.7285570506739081,38.6,39.61,39.068999999999996,39.004999999999995,0.0365623333333332,0.9648421480740956,28.6,29.99,29.45266666666667,29.450000000000003,0.13870622222222193,0.054903169550147624,10029252.6,20801004.6,12315606.593333332,11279618.55,5793148660273.398,2.8430346154499695,6
1970-09-14 07:10:13.000,39.24,29.32,37.0,4.6,4.0,5.3,4.503333333333333,4.45,0.1289888888888889,-0.882004696618353,5.0,59.0,26.266666666666666,24.5,240.7288888888889,-0.6790014710293422,38.6,39.61,39.07000000000001,39.004999999999995,0.03633333333333319,1.0004218500125557,28.6,29.99,29.443000000000005,29.450000000000003,0.13450766666666641,0.14749911948776173,10056913.1,21705958.8,12704830.133333333,11318688.4,8406697028930.543,2.4292944880680354,6
1970-09-15 06:28:04.800,39.7,28.54,10.0,4.0,4.0,5.3,4.496666666666667,4.45,0.12632222222222222,-0.7866366948140282,5.0,59.0,26.4,24.5,243.04,-0.7285570506739076,38.6,39.61,39.07933333333334,39.035,0.0368062222222221,0.8343613076164802,28.6,29.99,29.43433333333334,29.43,0.13431122222222197,0.09938081401982712,10060752.0,22144213.0,13107740.129999999,11410884.4,10980710039786.723,1.5289232929004815,6
1970-09-21 03:41:01.100,39.3,29.4,5.0,4.3,4.0,5.3,4.493333333333334,4.45,0.1292888888888889,-0.8051240557953614,5.0,59.0,26.166666666666668,24.5,249.00555555555553,-0.7826848359020024,38.6,39.7,39.10366666666667,39.075,0.048656555555555536,0.9260518144523924,28.54,29.99,29.408000000000005,29.43,0.1599159999999998,-0.16714823832998293,10103083.0,22228084.8,13513317.890000002,12012406.6,13279435061554.656,0.7085441832251838,6
1970-10-31 04:36:11.400,39.92,26.16,10.0,4.1,4.0,5.3,4.470000000000001,4.4,0.12143333333333332,-0.576741394251679,5.0,59.0,25.966666666666665,24.5,256.2322222222222,-0.8162355356670425,38.6,39.7,39.111666666666665,39.095,0.04981388888888884,0.6815309358795805,28.54,29.99,29.403333333333332,29.41,0.15931555555555535,-0.17416259055873695,10110125.7,22736461.1,13934430.493333336,12710721.1,15549988192441.674,0.10262220132583622,6
1970-11-15 03:14:56.400,39.32,29.28,5.0,4.0,4.0,5.3,4.47,4.4,0.12143333333333332,-0.5767413942516768,5.0,59.0,26.133333333333333,24.5,250.04888888888888,-0.7901302816144558,38.6,39.92,39.13666666666667,39.095,0.07085555555555559,1.2387487877195982,26.16,29.99,29.28533333333333,29.384999999999998,0.493098222222222,10.354384650286663,10335502.0,26195771.4,14470618.683333334,12885072.2,19786329539919.03,0.1605719315207228,6
1970-12-13 20:18:04.600,39.1,29.6,5.0,4.0,4.0,5.3,4.4399999999999995,4.4,0.12173333333333332,-0.42265727252332796,5.0,59.0,25.466666666666665,23.5,264.44888888888886,-0.8803313313159369,38.6,39.92,39.13699999999999,39.095,0.07097433333333335,1.221260761326974,26.16,29.99,29.284333333333333,29.384999999999998,0.4930778888888887,10.33906416382528,10341887.0,27486896.4,15042331.83,12984203.2,24536950138267.914,0.022187903867570302,6
1970-12-17 02:17:05.000,39.27,29.4,26.0,4.7,4.0,5.3,4.406666666666666,4.35,0.1166222222222222,-0.15378332279892915,5.0,59.0,24.833333333333332,22.0,277.9388888888889,-0.9554123674530328,38.6,39.92,39.129666666666665,39.095,0.06984988888888889,1.463148427807421,26.16,29.99,29.297,29.41,0.49610099999999985,10.385386062501247,10367949.0,29967484.6,15696518.416666666,13456814.25,30797856835025.496,0.03169094864424116,6
1970-12-20 11:01:46.800,39.36,29.24,26.0,5.3,4.0,5.3,4.406666666666666,4.35,0.1166222222222222,-0.15378332279892826,5.0,59.0,24.733333333333334,22.0,277.3955555555556,-0.9380262067406435,38.6,39.92,39.13566666666666,39.1,0.07041788888888893,1.3023265881366335,26.16,29.99,29.290666666666663,29.4,0.4935528888888887,10.417786978893638,10875725.0,30248225.0,16359194.283333335,14008070.75,36470667946069.45,-0.2593440925494681,6
1970-12-21 00:22:25.000,39.09,29.41,27.0,4.3,4.0,5.3,4.44,4.4,0.1417333333333333,-0.2926752857821806,5.0,59.0,24.5,22.0,275.1166666666667,-0.8817787617956507,38.6,39.92,39.14999999999999,39.105000000000004,0.07048000000000003,1.0981961216810694,26.16,29.99,29.267333333333333,29.384999999999998,0.47903955555555533,10.811007361966382,10982954.6,30538906.8,17014633.676666666,14366966.35,41740927536871.39,-0.5823615782557132,6
1970-12-26 13:34:31.700,39.1,29.5,5.0,4.0,4.0,5.3,4.426666666666667,4.35,0.13995555555555553,-0.13078657844874453,5.0,59.0,24.733333333333334,24.5,274.59555555555556,-0.8980342708699394,38.6,39.92,39.155333333333324,39.105000000000004,0.06895822222222223,1.1941197291905077,26.16,29.99,29.24833333333333,29.384999999999998,0.462427222222222,11.432331352880492,11009181.0,30586945.0,17668100.023333333,14635346.95,46241458676431.64,-0.8765690994129733,6
1971-01-22 10:32:43.900,38.75,29.34,5.0,4.3,4.0,5.3,4.416666666666667,4.35,0.14538888888888885,-0.21536413757436312,5.0,59.0,23.633333333333333,22.0,280.49888888888887,-0.8235162925383555,38.6,39.92,39.15899999999999,39.105000000000004,0.06813566666666669,1.2434363649317488,26.16,29.99,29.24833333333333,29.384999999999998,0.462427222222222,11.43233135288049,11009428.7,31066471.7,18336676.38,14887394.7,50300303032631.06,-1.1071979638482392,6
1971-02-15 08:19:57.100,39.19,29.36,32.0,5.2,4.0,5.3,4.406666666666666,4.3,0.14462222222222218,-0.10464129250973153,5.0,59.0,22.566666666666666,20.5,284.9788888888889,-0.7179828442649576,38.6,39.92,39.15299999999999,39.105000000000004,0.07192766666666668,1.032322139953612,26.16,29.9,29.22666666666667,29.365000000000002,0.4439022222222221,12.185590870240004,11203679.0,33388363.9,19082640.886666667,15210782.3,55505997941946.56,-1.210140263078115,6
1971-02-23 19:41:23.000,39.62,27.32,10.0,5.3,4.0,5.3,4.42,4.3,0.16026666666666667,-0.2772168404849382,5.0,59.0,22.533333333333335,20.5,284.3155555555556,-0.7038803241699139,38.6,39.92,39.15933333333333,39.129999999999995,0.0711528888888889,1.0497433721810143,26.16,29.9,29.235333333333337,29.365000000000002,0.4438848888888888,12.355365918791824,11265326.0,35453997.1,19890984.823333334,15896411.2,61717353483744.2,-1.2317172197254216,6
1971-04-10 13:21:53.600,38.83,29.14,20.0,4.9,4.0,5.3,4.456666666666666,4.35,0.18312222222222221,-0.6117002064487354,5.0,59.0,21.0,19.0,249.86666666666667,-0.4532351085288888,38.6,39.92,39.159666666666666,39.129999999999995,0.07145655555555551,1.03672580389319,26.16,29.9,29.167000000000005,29.36,0.5608943333333332,7.051987974827748,11267927.1,36186083.0,20721676.723333336,18618592.3,67398245599373.83,-1.281467544470651,6
