datetime,lat,lon,depth,magnitude
1977-10-28 00:31:52.900,38.00000,28.03000,10.00,4.20
1977-12-09 15:53:37.900,38.35000,27.23000,27.00,4.90
1977-12-09 20:36:45.800,39.36000,29.13000,10.00,4.30
1977-12-09 21:32:10.700,39.36000,27.99000,3.00,4.20
1977-12-16 07:37:29.300,38.41000,27.19000,24.00,5.30
1977-12-16 07:40:46.000,38.50000,28.50000,0.00,4.40
1977-12-16 07:44:22.200,38.47000,27.28000,5.00,4.20
1978-01-07 14:55:15.100,39.78000,28.68000,10.00,4.00
1978-01-19 12:08:17.600,38.93000,27.90000,10.00,4.30
1978-02-07 07:34:33.000,38.00000,27.60000,0.00,4.00
1978-02-24 18:47:33.800,39.21000,26.39000,5.00,4.30
1978-04-09 06:53:07.200,38.20000,27.10000,56.00,4.70
1978-04-24 01:49:33.000,38.05000,27.71000,10.00,4.00
1978-05-05 04:18:36.600,39.28000,26.79000,0.00,4.10
1978-07-08 09:24:50.900,39.68000,29.42000,0.00,6.00
1978-07-13 12:38:43.000,39.10000,29.90000,10.00,6.00
1978-09-25 23:37:18.500,38.49000,27.32000,44.00,4.20
1979-06-14 11:44:45.100,38.79000,26.57000,15.00,5.90
1979-06-14 13:00:58.500,38.69000,26.74000,24.00,4.40
1979-06-15 07:31:24.400,38.73000,26.53000,7.00,4.00
1979-06-16 18:41:59.400,38.72000,26.64000,11.00,5.00
1979-06-17 04:38:53.000,38.69000,26.58000,10.00,4.00
1979-06-17 23:08:35.900,38.72000,26.61000,6.00,4.60
1979-06-18 03:25:57.900,38.68000,26.59000,7.00,4.60
1979-06-19 23:09:56.800,38.64000,26.61000,21.00,4.60
1979-06-26 22:38:15.400,38.72000,26.61000,2.00,4.60
1979-07-18 13:12:23.000,39.66000,28.65000,7.00,5.20
1979-07-24 08:27:03.600,39.01000,27.75000,10.00,4.00
1979-08-22 11:47:29.300,38.04000,28.95000,10.00,4.30
1979-09-09 16:10:13.200,39.32000,28.83000,8.00,4.20
1979-10-14 20:38:32.500,39.35000,27.94000,10.00,4.20
1979-10-15 02:50:15.400,39.41000,27.85000,4.00,4.00
1980-02-03 09:16:39.700,39.38000,28.29000,2.00,4.10
1980-02-14 20:14:28.800,39.10000,29.35000,10.00,4.40
1980-03-02 05:32:12.400,39.26000,29.39000,6.00,4.60
1980-03-03 06:15:06.100,38.13000,27.75000,0.00,4.20
1980-04-25 17:26:05.000,38.75000,26.52000,15.00,4.00
1980-04-27 09:54:27.300,39.07000,28.86000,38.00,4.80
1980-05-03 04:26:04.600,39.14000,28.98000,35.00,4.10
1980-05-04 09:22:12.700,39.22000,28.97000,22.00,4.50
1980-07-11 12:24:27.400,38.80000,29.17000,0.00,4.30
1980-08-07 22:54:09.800,39.37000,28.12000,0.00,4.10
1980-10-27 10:08:54.700,39.26000,26.07000,10.00,4.00
1980-11-27 15:49:51.300,39.23000,27.71000,0.00,4.10
1980-12-08 06:29:12.100,38.91000,27.67000,0.00,4.00
1980-12-16 17:13:25.300,38.80000,26.65000,10.00,4.60
1980-12-19 07:49:21.500,38.02000,27.65000,15.00,4.70
1981-01-25 06:15:20.000,39.09000,27.99000,2.00,4.10
1981-04-11 19:21:19.700,38.06000,26.12000,10.00,4.00
1981-06-02 19:07:16.000,39.41000,27.96000,7.00,4.50
1981-12-28 14:52:25.500,39.33000,29.12000,16.00,4.40
1981-12-28 14:53:35.300,39.39000,29.06000,10.00,4.30
1982-02-08 11:20:09.400,39.33000,29.05000,13.00,4.00
1982-03-31 01:15:57.800,38.59000,28.18000,10.00,4.10
1982-04-16 04:48:22.500,39.54000,26.08000,0.00,4.10
1982-04-17 10:23:10.000,39.40000,26.10000,0.00,4.20
1982-04-18 23:56:06.900,38.89000,28.15000,10.00,4.00
1982-04-19 04:32:54.300,38.68000,26.91000,10.00,4.40
1982-04-20 18:32:21.300,38.76000,26.93000,10.00,4.30
1982-11-02 05:58:48.000,38.52000,28.46000,31.00,4.60
1982-12-26 17:48:01.000,39.32000,28.26000,5.00,4.90
1982-12-27 02:04:47.600,38.96000,27.91000,8.00,4.20
1982-12-27 11:02:44.300,39.34000,28.27000,10.00,4.80
1982-12-27 15:32:06.000,38.95000,27.82000,5.00,4.00
1982-12-27 19:55:24.800,39.01000,27.83000,17.00,4.10
1983-02-15 02:21:45.700,39.07000,28.71000,7.00,4.60
1983-02-23 16:53:29.700,39.17000,29.29000,3.00,4.00
1983-04-06 14:48:05.200,38.11000,27.16000,9.00,4.10
1983-06-01 14:44:32.400,38.44000,26.55000,22.00,4.60
1983-06-15 13:45:08.900,39.46000,28.24000,12.00,4.20
1983-09-23 08:32:54.000,38.83000,27.07000,10.00,4.00
1983-10-11 12:08:18.700,38.85000,29.21000,10.00,4.20
1983-10-11 20:08:18.500,38.97000,29.25000,0.00,4.10
1983-11-06 05:17:04.000,39.33000,29.32000,14.00,4.60
1984-03-01 06:39:33.000,39.25000,27.98000,4.00,4.00
1984-03-29 00:06:01.400,39.64000,27.87000,12.00,4.60
1984-03-31 13:56:43.400,39.62000,28.76000,4.00,4.10
1984-04-01 17:17:41.000,39.56000,28.76000,7.00,4.40
1984-05-30 15:00:29.300,38.85000,26.71000,14.00,4.10
1984-07-15 17:47:02.500,39.22000,27.72000,10.00,4.10
1984-08-22 23:29:21.000,38.86000,26.12000,10.00,4.20
1984-08-25 21:09:20.100,39.04000,26.14000,12.00,4.00
1984-11-07 11:39:43.700,38.91000,27.80000,10.00,4.30
1985-01-25 02:42:18.000,38.53000,27.36000,7.00,4.10
1985-02-07 13:18:45.000,39.02000,29.88000,36.00,4.60
1985-03-14 11:35:38.500,38.51000,27.69000,15.00,4.70
1985-03-29 09:24:08.400,38.80000,26.57000,26.00,4.80
1985-04-29 11:38:39.000,38.35000,29.76000,3.00,4.60
1985-05-14 04:52:18.500,39.71000,26.09000,26.00,4.00
1985-09-23 22:19:57.400,38.86000,27.01000,5.00,4.00
1985-10-04 13:36:07.800,39.20000,26.21000,14.00,4.20
1985-10-17 19:15:26.200,38.77000,27.83000,10.00,4.40
1985-10-23 06:14:32.000,38.80000,27.83000,12.00,4.30
1985-12-01 11:47:38.700,39.29000,27.70000,15.00,4.60
1985-12-18 05:46:00.800,39.20000,26.17000,17.00,5.00
1985-12-19 09:27:41.500,39.16000,26.24000,12.00,4.10
1986-05-14 03:01:25.000,39.49000,28.42000,8.00,4.50
1986-05-20 07:43:36.000,38.40000,26.72000,10.00,4.00
1986-05-27 04:44:49.600,38.88000,27.53000,10.00,4.00
1986-05-27 08:54:58.200,39.46000,28.44000,11.00,4.50
1986-06-03 19:35:54.000,39.46000,28.36000,9.00,4.30
1986-08-18 08:11:31.200,38.59000,27.10000,10.00,4.00
1986-08-19 06:03:54.400,39.04000,28.79000,10.00,4.70
1986-08-30 04:47:10.900,39.11000,27.84000,10.00,4.10
1986-09-23 08:41:25.100,39.09000,27.75000,14.00,4.00
1986-09-29 17:38:03.900,39.07000,27.79000,11.00,4.10
1986-10-12 11:13:40.000,39.66000,28.97000,11.00,4.40
1986-10-30 03:46:46.000,39.74000,28.78000,8.00,4.20
1986-11-30 05:29:18.300,38.75000,27.74000,14.00,4.30
1987-01-29 11:58:07.100,38.82000,26.89000,12.00,4.00
1987-04-25 22:11:00.000,39.30000,27.92000,3.00,4.20
1987-08-06 06:21:29.700,39.25000,26.26000,19.00,4.70
1988-01-14 18:35:54.800,39.96000,29.16000,8.00,4.20
1988-04-23 17:54:45.000,39.10000,28.10000,33.00,4.00
1988-08-04 08:25:18.000,38.86000,27.00000,3.00,4.50
1989-02-15 04:01:16.900,39.05000,29.71000,23.00,4.40
1989-05-10 03:05:28.600,39.67000,27.88000,10.00,4.20
1989-05-31 23:43:24.000,39.63000,27.81000,8.00,4.00
1989-07-16 16:48:24.000,39.12000,26.60000,3.00,4.50
1989-08-15 16:08:08.200,39.18000,26.32000,8.00,4.20
1989-08-15 17:03:30.400,39.22000,26.25000,10.00,4.70
1989-11-12 04:50:05.000,38.62000,26.19000,13.00,4.50
1989-12-23 14:59:03.000,38.30000,26.54000,6.00,4.60
1990-01-31 15:00:31.200,39.48000,26.09000,10.00,4.30
1990-02-10 19:48:01.100,39.57000,27.90000,10.00,4.00
1990-05-24 05:49:06.400,39.98000,27.48000,28.00,4.30
1990-09-13 22:05:13.200,39.54000,28.53000,10.00,4.30
1990-12-19 09:46:45.000,38.59000,28.04000,7.00,4.70
1991-02-26 22:30:47.500,38.48000,26.67000,14.00,4.10
1991-04-18 11:56:56.900,39.26000,26.58000,10.00,4.20
1991-05-14 06:30:16.500,38.93000,26.05000,28.00,4.10
1991-06-15 21:33:17.200,38.49000,27.10000,8.00,4.00
1991-06-26 11:00:36.700,39.57000,27.76000,12.00,4.00
1991-07-22 00:49:50.000,39.31000,27.92000,13.00,4.00
1991-07-28 09:02:08.400,38.65000,26.71000,7.00,4.00
1991-11-09 12:27:51.500,39.43000,26.36000,19.00,4.00
1991-11-30 15:57:54.600,39.32000,28.13000,10.00,4.10
1992-03-01 14:44:17.000,39.08000,26.03000,9.00,4.10
1992-03-01 15:09:28.000,39.04000,26.01000,6.00,4.00
1992-03-01 17:38:22.000,38.98000,26.03000,5.00,4.20
1992-03-11 01:54:43.000,39.11000,26.00000,3.00,4.00
1992-04-01 12:23:39.700,39.39000,28.68000,10.00,4.10
1992-04-03 23:45:16.200,38.60000,26.64000,12.00,4.10
1992-04-25 18:17:25.900,38.65000,26.45000,10.00,4.30
1992-05-25 14:11:34.500,39.55000,26.05000,24.00,4.00
1992-11-06 19:08:09.200,38.16000,26.99000,17.00,6.00
1992-11-06 20:05:58.800,38.03000,27.06000,10.00,4.70
1992-11-07 03:25:45.400,38.17000,26.99000,56.00,4.20
1992-11-07 04:36:35.200,38.11000,27.00000,10.00,4.40
1992-11-08 18:21:20.300,38.18000,26.93000,13.00,4.10
1992-11-08 19:28:12.000,38.14000,26.91000,11.00,4.00
1992-11-12 15:11:09.600,38.72000,26.51000,10.00,4.40
1992-11-12 15:19:10.100,38.71000,26.52000,10.00,4.10
1992-12-05 06:26:17.300,38.08000,26.95000,15.00,4.10
1992-12-10 10:18:00.900,38.12000,26.88000,14.00,4.00
1993-01-20 04:00:58.400,38.07000,26.99000,10.00,4.10
1993-03-29 18:06:33.500,38.99000,26.34000,17.00,4.00
1993-03-31 18:20:44.100,39.15000,28.01000,13.00,4.30
1993-05-21 09:01:17.700,39.77000,28.95000,15.00,4.20
1993-05-30 15:42:29.600,39.29000,29.13000,17.00,4.00
1993-06-06 18:16:11.100,39.42000,28.34000,6.00,4.00
1993-07-26 08:05:58.200,38.82000,26.94000,10.00,4.20
1993-08-26 19:50:24.900,39.10000,27.83000,14.00,4.00
1993-11-01 18:17:22.300,38.95000,29.94000,13.00,4.70
1994-01-28 15:45:24.600,38.69000,27.49000,5.00,5.20
1994-02-06 01:15:06.200,38.67000,27.44000,10.00,4.00
1994-02-19 00:20:40.900,38.85000,26.94000,12.00,4.10
1994-02-19 00:35:39.300,38.81000,26.98000,10.00,4.10
1994-02-19 04:13:04.500,38.90000,26.97000,8.00,4.00
1994-05-06 01:12:48.200,39.11000,26.43000,8.00,4.00
1994-05-24 02:05:36.200,38.66000,26.54000,17.00,5.30
1994-05-24 02:18:34.900,38.76000,26.60000,16.00,5.10
1994-05-24 03:35:33.200,38.68000,26.48000,14.00,4.80
1994-05-24 06:05:56.200,38.67000,26.66000,10.00,4.50
1994-05-25 07:37:57.500,38.73000,26.45000,5.00,4.10
1994-06-03 22:40:59.000,38.78000,26.49000,10.00,4.00
1994-07-08 23:08:40.300,39.38000,29.19000,33.00,4.10
1994-08-08 05:28:01.400,38.98000,29.04000,10.00,4.00
1994-08-09 16:59:10.900,38.83000,26.58000,9.00,4.40
1994-08-10 13:37:43.500,38.85000,26.59000,13.00,4.20
1994-10-17 10:54:14.200,39.40000,26.01000,19.00,4.10
1995-01-12 00:21:28.600,38.65000,27.15000,4.00,4.30
1995-06-21 09:53:22.100,38.76000,26.73000,11.00,4.00
1995-08-20 09:20:52.800,38.64000,26.52000,0.00,4.20
1995-10-11 00:10:10.400,38.75000,26.43000,24.00,4.00
1995-10-11 02:10:09.400,38.82000,26.38000,6.00,4.00
1996-01-30 17:41:14.500,38.54000,26.77000,17.00,4.40
1996-02-20 02:53:05.800,38.25000,27.13000,31.00,4.00
1996-02-20 03:33:14.400,38.27000,27.20000,28.00,4.00
1996-04-29 16:01:59.500,39.03000,29.69000,9.00,4.00
1996-05-20 09:09:10.300,38.25000,26.84000,18.00,4.00
1996-08-25 04:48:18.300,39.61000,26.01000,18.00,4.10
1996-09-21 03:34:23.000,38.96000,27.85000,0.00,4.00
1997-01-21 20:47:46.600,38.12000,28.92000,9.00,4.80
1997-03-14 11:45:15.700,38.08000,28.94000,13.00,4.00
1997-04-10 08:28:06.900,39.07000,26.19000,11.00,4.00
1997-10-18 09:18:53.300,39.81000,28.69000,17.00,4.00
1997-12-28 20:46:33.600,39.90000,26.55000,0.00,4.00
1998-03-05 01:45:08.900,39.55000,27.25000,7.00,4.40
1998-03-05 01:55:26.700,39.53000,27.25000,5.00,4.30
1999-06-28 00:16:49.600,38.21000,26.54000,5.00,4.00
1999-07-24 16:05:48.200,39.31000,27.89000,8.00,4.30
1999-07-25 06:56:53.100,39.33000,27.89000,9.00,4.50
1999-09-26 06:38:38.700,39.02000,27.92000,9.00,4.10
2000-04-23 13:53:32.500,38.08000,27.77000,0.00,4.10
2000-06-29 14:15:28.400,38.66000,26.25000,21.00,4.00
2000-09-08 05:46:47.100,39.38000,27.63000,9.00,4.20
2001-05-20 04:30:19.000,38.80000,26.20000,8.00,4.00
2001-05-24 03:18:08.300,39.35000,27.84000,7.00,4.10
2001-06-22 11:54:50.600,39.38000,27.90000,7.00,5.00
2001-06-23 12:18:21.500,39.32000,27.90000,11.00,4.20
2001-06-26 17:19:43.200,38.65000,26.33000,8.00,4.00
2002-01-21 14:34:23.900,38.67000,27.83000,11.00,4.30
2002-03-01 12:01:24.900,38.31000,28.10000,9.00,4.00
2002-03-01 15:47:59.600,38.36000,28.12000,8.00,4.10
2002-05-19 10:45:57.400,38.48000,26.52000,17.00,4.20
2002-05-23 04:48:00.700,38.74000,26.47000,14.00,4.30
2002-06-06 05:09:59.800,39.06000,28.01000,8.00,4.30
2002-07-09 22:39:15.400,39.31000,27.84000,8.00,4.30
2002-09-04 13:35:51.500,38.28000,27.28000,11.00,4.20
2003-03-20 12:25:34.600,39.97000,28.74000,12.00,4.30
2003-04-10 00:40:15.400,38.21000,26.79000,11.00,5.80
2003-04-10 00:53:48.300,38.20000,26.79000,8.00,4.20
2003-04-17 22:34:24.700,38.24000,26.86000,6.00,5.20
2003-05-04 11:00:35.000,38.20000,26.93000,8.00,4.40
2003-06-13 10:28:56.600,39.30000,28.20000,10.00,4.10
2003-06-22 23:46:20.500,39.02000,28.03000,11.00,4.60
2003-07-23 04:56:03.500,38.14000,28.86000,4.00,5.20
2003-07-26 01:00:57.300,38.11000,28.87000,6.00,4.70
2003-07-26 08:36:49.800,38.11000,28.89000,7.00,5.10
2003-07-26 13:31:36.000,38.14000,28.85000,5.00,4.70
2003-08-12 08:21:50.000,38.13000,28.83000,6.00,4.10
2003-12-16 10:41:09.200,38.96000,26.81000,14.00,4.30
2003-12-23 12:23:36.900,39.88000,29.24000,13.00,4.60
2003-12-23 13:07:45.300,39.86000,29.24000,9.00,4.00
2004-03-24 04:37:40.100,38.91000,26.74000,16.00,4.20
2004-04-17 03:38:40.400,39.14000,29.48000,6.00,4.10
2004-10-28 17:15:36.000,38.95000,26.66000,10.00,4.00
2004-11-05 17:30:22.000,39.21000,27.72000,8.00,4.50
2004-12-02 15:51:48.000,39.26000,27.96000,11.00,4.50
2005-01-13 11:00:47.800,39.19000,27.72000,13.00,4.10
2005-01-29 14:48:02.340,38.23170,29.68800,6.90,4.10
2005-01-29 18:52:25.800,38.18000,26.64000,5.00,4.50
2005-06-20 19:50:04.200,39.72000,29.13000,13.00,4.30
2005-08-03 23:52:58.300,39.37000,26.92000,18.00,4.10
2005-08-30 17:39:46.400,39.14000,27.89000,17.00,4.10
2005-10-17 05:45:16.600,38.14550,26.52870,10.10,5.70
2005-10-17 05:59:21.780,38.17530,26.56270,20.20,4.10
2005-10-17 06:16:04.860,38.14520,26.60350,8.60,4.20
2005-10-17 07:05:47.610,38.14520,26.60530,15.30,4.30
2005-10-17 08:28:52.170,38.19170,26.60750,15.30,4.60
2005-10-17 08:34:43.880,38.13180,26.58550,15.00,4.70
2005-10-17 09:46:53.970,38.15700,26.52680,9.10,5.80
2005-10-17 09:55:29.900,38.15000,26.58000,17.00,5.30
2005-10-17 09:58:38.300,38.14000,26.61000,30.00,4.50
2005-10-17 10:07:55.100,38.12000,26.75000,15.00,4.20
2005-10-17 11:17:43.800,38.16000,26.69000,14.00,4.00
2005-10-17 11:52:21.300,38.18000,26.58000,18.00,4.10
2005-10-17 12:22:32.440,38.13730,26.71550,7.90,4.00
2005-10-17 12:43:27.100,38.12000,26.56000,11.00,4.40
2005-10-17 13:16:42.700,38.21000,26.66000,14.00,4.00
2005-10-17 13:22:48.920,38.16480,26.55770,16.10,4.30
2005-10-17 14:53:20.800,38.07000,26.71000,6.00,4.10
2005-10-17 23:13:15.310,38.16470,26.57020,10.70,4.00
2005-10-18 16:00:47.100,38.16000,26.55000,14.00,4.40
2005-10-18 22:49:27.200,38.15000,26.68000,15.00,4.00
2005-10-19 10:11:30.900,38.17000,26.70000,14.00,4.60
2005-10-19 15:24:45.200,38.14000,26.70000,12.00,4.00
2005-10-20 21:40:01.410,38.18120,26.59400,8.00,5.90
2005-10-20 21:44:02.200,38.10000,26.67000,20.00,4.30
2005-10-20 22:02:02.740,38.20780,26.61870,18.10,4.00
2005-10-20 22:15:54.500,38.16000,26.59000,10.00,4.00
2005-10-20 22:27:20.700,38.14000,26.70000,13.00,4.00
2005-10-20 23:16:48.800,38.17000,26.60000,13.00,4.00
2005-10-21 01:19:10.020,38.13220,26.61450,5.40,4.00
2005-10-21 11:47:36.000,38.13000,26.52000,13.00,4.40
2005-10-24 21:15:36.300,38.18000,26.57000,15.00,4.00
2005-10-28 19:49:59.970,38.14380,26.73430,5.50,4.00
2005-10-29 14:48:41.400,38.10000,26.64000,13.00,4.50
2005-10-29 19:49:28.630,38.13350,26.65680,5.50,4.10
2005-10-31 05:26:38.000,38.13000,26.58000,6.00,4.80
2005-10-31 06:48:20.500,38.11000,26.59000,6.00,4.10
2005-11-02 04:27:11.060,38.17300,26.51420,15.60,4.10
2005-11-05 15:27:12.700,38.17000,26.58000,12.00,4.10
2005-11-10 20:09:54.500,38.15000,26.59000,12.00,4.00
2005-11-16 05:41:14.610,38.11780,26.55580,12.00,4.20
2005-12-24 03:56:07.300,38.80000,27.78000,14.00,4.30
2006-04-13 16:18:33.880,38.19320,26.52170,8.10,4.30
2006-06-12 08:07:04.580,38.17150,26.64120,8.30,4.20
2006-07-12 14:40:55.910,38.76120,26.67720,23.40,4.20
2006-07-13 00:15:29.790,38.81170,26.69880,17.20,4.00
2006-07-13 22:46:52.330,38.78620,26.75230,24.80,4.00
2007-01-23 21:21:57.010,38.12120,28.75100,3.60,4.50
2007-06-10 08:15:09.500,38.86000,26.31000,17.00,4.00
2007-06-12 13:12:59.100,38.90000,26.39000,10.00,4.10
2007-07-29 05:43:00.900,38.87200,27.74130,10.50,4.00
2007-09-09 05:14:56.860,38.82770,26.39720,10.50,4.40
2007-09-20 06:18:51.860,39.22520,29.41920,5.30,4.00
2007-09-29 22:35:09.390,39.75770,27.75530,8.20,4.00
2007-10-25 05:02:02.770,39.33650,27.73320,7.90,4.40
2007-11-11 03:23:29.000,38.29000,26.46000,7.00,4.00
2007-11-18 10:48:23.680,38.95670,29.83450,5.40,4.10
2007-12-10 21:50:06.400,38.77280,27.71050,14.20,4.20
2008-01-05 05:11:00.300,38.61000,26.95000,12.00,4.30
2008-01-12 15:06:43.950,38.89020,26.01430,12.00,4.70
2008-01-15 07:44:25.210,38.91430,26.05650,8.60,4.10
2008-03-15 11:52:12.730,39.05050,27.83150,13.40,4.20
2008-07-20 10:15:25.570,38.73430,26.54430,10.00,4.00
2008-09-11 23:12:42.740,39.76580,26.03030,9.00,4.10
2008-09-30 07:30:00.830,38.98570,29.86470,5.40,4.60
2009-02-17 05:28:19.350,39.10930,29.04050,7.60,5.00
2009-05-07 23:46:42.860,39.29550,27.93320,6.00,4.10
2009-08-30 00:42:24.700,38.48000,26.29000,14.00,4.20
2009-08-31 21:49:54.080,38.67430,26.34980,17.50,4.00
2009-09-15 09:23:47.450,39.09450,29.04470,10.20,4.00
2010-01-25 01:10:17.800,38.85000,26.92000,13.00,4.00
2010-03-02 00:43:13.800,39.16000,29.02000,8.00,4.40
2010-03-02 00:59:43.080,39.13470,29.09400,6.40,4.30
2010-03-26 18:35:52.980,38.15350,26.22070,11.20,4.90
2010-03-26 19:25:36.090,38.11480,26.20470,5.20,4.20
2010-08-12 02:23:04.230,39.69430,27.54470,12.50,4.90
2011-05-19 20:15:22.940,39.15530,29.08930,6.90,5.80
2011-05-19 20:25:31.990,39.12530,29.08830,5.00,4.60
2011-05-19 20:41:44.560,39.10380,29.12730,5.00,4.00
2011-05-19 20:43:30.760,39.12380,29.09020,5.00,4.00
2011-05-19 21:12:50.850,39.11170,29.03800,5.60,4.60
2011-05-19 21:21:29.090,39.11270,29.01800,5.00,4.50
2011-05-19 21:33:10.910,39.14570,29.10620,4.50,4.40
2011-05-20 00:13:07.350,39.11650,29.13870,5.00,4.10
2011-05-20 00:58:32.510,39.10380,29.09030,5.00,4.50
2011-05-24 02:55:29.340,39.09620,29.01950,8.30,4.20
2011-05-27 07:43:37.660,39.11870,29.04100,8.60,4.50
2011-05-28 05:47:16.880,39.11620,29.02130,7.50,4.80
2011-05-28 07:35:31.260,39.10620,29.12400,7.60,4.00
2011-05-28 18:06:46.880,39.10580,29.03780,5.00,4.10
2011-05-29 01:31:39.460,39.12430,29.08100,9.90,4.60
2011-06-04 13:51:06.100,39.12300,29.09580,5.40,4.20
2011-06-05 21:29:12.570,39.15930,29.09880,8.10,4.00
2011-06-10 22:47:04.880,39.08700,28.35980,13.90,4.60
2011-06-27 21:13:58.610,39.11600,29.01520,8.80,4.70
2011-06-27 21:28:51.000,39.10120,29.03420,5.40,4.40
2011-06-27 22:24:50.890,39.10430,28.98880,4.90,4.00
2011-06-27 23:41:40.670,39.07430,28.99550,8.30,4.00
2011-06-29 11:40:47.970,39.12470,29.01970,4.50,4.00
2011-07-03 14:16:28.830,39.11670,29.02150,5.40,4.00
2011-07-13 01:31:49.020,39.12200,29.03350,5.00,4.20
2011-07-17 19:51:50.130,39.11970,29.09550,9.50,4.10
2011-07-19 21:16:52.700,39.11900,29.06170,2.70,4.40
2011-08-25 04:19:23.500,39.16720,29.11520,7.10,4.30
2011-12-05 08:17:27.270,38.85220,26.34400,10.30,5.00
2011-12-05 08:30:25.030,38.86750,26.35300,8.50,4.10
2012-02-08 19:57:26.130,39.23270,27.84470,8.90,4.20
2012-02-20 06:34:27.070,38.13550,27.48500,9.10,4.40
2012-02-24 01:00:04.560,39.60380,26.02180,7.40,4.00
2012-03-23 12:37:52.760,39.59920,26.04530,7.30,4.00
2012-04-16 10:10:46.600,39.13750,29.13120,5.30,4.80
2012-04-16 10:11:09.810,39.13750,29.15070,6.10,4.70
2012-04-16 12:19:02.940,39.14850,29.13700,5.30,4.00
2012-04-17 20:45:17.410,39.13500,29.09650,6.40,4.30
2012-04-19 19:52:41.550,39.12930,29.14670,2.90,4.60
2012-04-20 16:39:16.090,39.16680,29.08780,6.60,4.20
2012-04-23 16:14:37.160,39.10920,29.13970,5.40,4.20
2012-04-26 22:05:34.370,39.13500,29.06980,8.40,4.90
2012-05-01 14:48:28.560,38.66030,26.67880,11.80,5.00
2012-05-02 00:02:41.630,38.64650,26.63770,12.50,4.40
2012-05-02 06:40:01.450,38.65920,26.67300,11.70,4.50
2012-05-02 06:48:23.640,38.66700,26.65250,11.40,4.10
2012-05-02 11:37:07.500,38.66680,26.66050,6.10,4.00
2012-05-03 01:57:48.270,38.65650,26.67650,8.00,4.30
2012-05-03 15:20:26.070,39.17580,29.09270,5.60,5.10
2012-05-03 15:24:14.540,39.12600,29.17180,5.00,4.00
2012-05-03 15:25:27.380,39.09030,29.07980,4.40,4.20
2012-05-03 16:16:04.280,39.12370,29.07370,2.60,4.40
2012-05-03 17:10:10.010,39.16530,29.09250,6.80,4.40
2012-05-03 21:45:17.350,39.14720,29.08400,11.60,4.70
2012-05-04 02:00:35.710,39.10800,29.12920,8.70,4.50
2012-05-09 17:49:31.650,39.15630,29.14350,5.90,4.40
2012-06-11 03:49:03.360,39.10370,29.14450,4.90,4.00
2012-06-13 06:40:31.720,39.11000,29.15430,9.20,4.30
2012-06-19 01:46:13.350,39.14320,29.15200,10.50,4.90
2012-07-04 08:45:28.690,39.94170,27.84220,12.80,4.40
2012-08-03 10:18:20.150,38.69770,28.02600,7.40,4.60
2012-08-04 02:23:50.710,38.68220,28.05470,8.90,4.20
2012-08-07 23:17:37.790,38.69570,28.05530,9.70,4.00
2012-08-07 23:57:37.430,38.68670,28.06470,10.60,4.10
2012-08-27 00:35:08.660,38.75270,26.05980,11.20,4.00
2012-09-13 08:35:28.080,38.68550,27.76730,4.60,4.30
2012-10-30 00:12:35.270,39.12400,29.13380,13.00,4.00
2013-05-29 14:43:31.640,39.14330,29.10030,4.00,4.40
2013-07-24 20:51:24.160,38.98400,26.10630,14.30,4.00
2013-08-07 05:20:31.810,39.20020,29.45380,9.50,4.20
2014-01-10 07:20:46.640,39.46370,27.95880,12.00,4.10
2014-01-13 10:51:26.520,39.78330,26.13280,7.80,4.00
2014-07-15 12:25:52.460,39.17670,29.08770,5.00,4.00
2014-11-26 00:04:47.100,39.33570,29.04250,5.00,4.00
2014-11-28 02:30:06.800,39.34650,29.01650,3.90,4.60
2014-12-04 21:16:29.040,38.59470,26.10670,16.70,4.20
2014-12-06 01:45:06.580,38.89170,26.26030,13.70,5.10
2014-12-06 06:20:53.820,38.89120,26.26020,15.20,4.90
2014-12-06 08:36:46.950,38.89370,26.23720,13.50,4.00
2014-12-29 08:06:22.860,38.89120,26.28250,11.60,4.60
2015-01-10 04:32:08.340,38.21280,27.05100,14.40,4.10
2015-01-19 22:59:51.480,39.39830,26.33380,13.40,4.20
2015-07-06 01:03:47.420,38.25270,26.58050,20.30,4.10
2015-09-03 08:23:19.650,39.14850,29.13100,10.50,4.00
2015-09-10 08:12:45.670,38.83950,26.27780,15.40,4.70
2015-09-22 07:11:10.920,39.14950,29.12920,11.70,4.10
2015-10-13 23:18:10.480,39.14070,29.02980,10.40,4.20
2015-10-26 20:07:59.750,39.79030,26.26670,6.70,4.60
2016-02-06 10:26:09.330,38.77680,27.78800,6.20,4.00
2016-04-06 13:50:20.980,38.54680,26.72370,18.00,4.00
2016-04-27 17:11:24.010,38.95270,26.02370,8.20,4.00
2016-06-05 20:26:19.160,38.61030,26.70070,16.40,4.20
2016-07-02 23:14:07.700,38.76270,27.80180,11.40,4.00
2016-07-03 18:05:42.550,38.77850,27.79230,12.30,4.10
2016-09-12 08:26:04.270,38.89770,27.74330,14.00,5.00
2016-09-12 09:29:37.310,38.89420,27.73230,13.10,4.60
2016-09-12 10:05:35.620,38.88750,27.72050,10.50,4.00
2016-10-09 06:21:00.240,39.00800,27.71980,12.70,4.00
2016-10-15 02:49:15.190,38.92700,27.71770,11.70,4.30
2016-10-15 02:51:03.430,38.93930,27.70600,8.40,4.40
2017-01-14 22:38:59.390,39.54550,26.12350,10.60,4.70
2017-01-15 04:03:19.530,39.54820,26.13000,11.60,4.20
